index,Better,Worse,label
148,frames/Knot_Tying/G005,frames/Knot_Tying/I003,1
188,frames/Suturing/F003,frames/Suturing/I005,1
170,frames/ChopstickUsing/E2,frames/ChopstickUsing/B5,1
52,frames/DoughRolling/S32,frames/DoughRolling/S33,0
104,frames/ChopstickUsing/H3,frames/ChopstickUsing/H4,1
42,frames/Needle_Passing/H004,frames/Needle_Passing/I003,1
19,frames/Suturing/D003,frames/Suturing/H001,0
27,frames/Knot_Tying/H004,frames/Knot_Tying/G004,1
78,frames/DoughRolling/S20,frames/DoughRolling/S40,1
122,frames/Knot_Tying/E003,frames/Knot_Tying/D003,1
97,frames/Needle_Passing/F004,frames/Needle_Passing/C005,1
162,frames/Knot_Tying/F005,frames/Knot_Tying/G003,1
61,frames/ChopstickUsing/A2,frames/ChopstickUsing/F4,1
234,frames/Suturing/F002,frames/Suturing/B005,1
71,frames/ChopstickUsing/E1,frames/ChopstickUsing/A5,1
8,frames/ChopstickUsing/H2,frames/ChopstickUsing/G5,1
114,frames/Knot_Tying/E003,frames/Knot_Tying/B004,1
81,frames/Knot_Tying/E002,frames/Knot_Tying/F005,1
166,frames/Knot_Tying/F001,frames/Knot_Tying/G001,1
89,frames/Suturing/G005,frames/Suturing/B003,1
29,frames/Knot_Tying/I002,frames/Knot_Tying/I005,1
131,frames/ChopstickUsing/E3,frames/ChopstickUsing/G2,1
379,frames/Knot_Tying/C001,frames/Knot_Tying/F003,1
167,frames/Suturing/H003,frames/Suturing/I002,1
162,frames/Knot_Tying/E003,frames/Knot_Tying/D003,1
81,frames/Knot_Tying/C003,frames/Knot_Tying/G005,1
237,frames/ChopstickUsing/E3,frames/ChopstickUsing/B4,1
257,frames/ChopstickUsing/H3,frames/ChopstickUsing/B4,1
17,frames/ChopstickUsing/E4,frames/ChopstickUsing/G2,1
140,frames/Suturing/G005,frames/Suturing/G003,1
241,frames/Suturing/D002,frames/Suturing/B003,1
11,frames/DoughRolling/S25,frames/DoughRolling/S34,1
385,frames/Suturing/G002,frames/Suturing/D003,1
164,frames/Suturing/H003,frames/Suturing/B005,1
108,frames/Needle_Passing/F003,frames/Needle_Passing/D003,1
49,frames/HandDrawing/F5,frames/HandDrawing/F2,1
4,frames/ChopstickUsing/D3,frames/ChopstickUsing/G2,1
119,frames/Needle_Passing/E005,frames/Needle_Passing/D005,1
15,frames/Knot_Tying/E001,frames/Knot_Tying/D003,1
117,frames/Needle_Passing/H004,frames/Needle_Passing/F003,1
168,frames/Needle_Passing/D001,frames/Needle_Passing/B002,1
261,frames/Suturing/C001,frames/Suturing/G002,1
85,frames/ChopstickUsing/H4,frames/ChopstickUsing/G3,1
90,frames/ChopstickUsing/D2,frames/ChopstickUsing/D4,1
3,frames/HandDrawing/A5,frames/HandDrawing/A4,1
88,frames/Suturing/G004,frames/Suturing/E002,1
50,frames/HandDrawing/B3,frames/HandDrawing/E3,1
160,frames/Knot_Tying/C001,frames/Knot_Tying/B004,1
84,frames/Knot_Tying/C003,frames/Knot_Tying/G005,1
79,frames/DoughRolling/S53,frames/DoughRolling/S47,1
244,frames/Suturing/I004,frames/Suturing/D002,1
130,frames/Needle_Passing/I004,frames/Needle_Passing/C001,1
148,frames/Suturing/C004,frames/Suturing/E004,1
25,frames/Suturing/H003,frames/Suturing/H005,1
220,frames/Suturing/E002,frames/Suturing/B003,1
30,frames/HandDrawing/B1,frames/HandDrawing/F1,1
97,frames/Suturing/F004,frames/Suturing/B001,1
125,frames/Suturing/I004,frames/Suturing/B001,1
37,frames/ChopstickUsing/C5,frames/ChopstickUsing/B4,1
273,frames/Knot_Tying/E002,frames/Knot_Tying/G002,1
11,frames/Suturing/I004,frames/Suturing/C005,1
98,frames/Knot_Tying/E003,frames/Knot_Tying/B003,1
21,frames/DoughRolling/S18,frames/DoughRolling/S29,1
91,frames/Knot_Tying/C003,frames/Knot_Tying/B003,1
61,frames/ChopstickUsing/E2,frames/ChopstickUsing/F1,0
245,frames/Suturing/F002,frames/Suturing/D003,1
20,frames/Needle_Passing/B004,frames/Needle_Passing/C004,1
14,frames/Knot_Tying/G005,frames/Knot_Tying/G001,1
358,frames/Knot_Tying/G003,frames/Knot_Tying/G004,1
252,frames/Suturing/C004,frames/Suturing/E004,1
46,frames/DoughRolling/S18,frames/DoughRolling/S36,1
361,frames/Suturing/G005,frames/Suturing/C002,1
19,frames/HandDrawing/B2,frames/HandDrawing/F5,0
44,frames/ChopstickUsing/D1,frames/ChopstickUsing/B1,1
254,frames/ChopstickUsing/H1,frames/ChopstickUsing/E2,1
48,frames/DoughRolling/S31,frames/DoughRolling/S40,0
85,frames/DoughRolling/S55,frames/DoughRolling/S29,1
72,frames/Suturing/H001,frames/Suturing/D004,1
38,frames/ChopstickUsing/B4,frames/ChopstickUsing/G5,0
190,frames/Suturing/C005,frames/Suturing/D005,1
27,frames/Needle_Passing/E003,frames/Needle_Passing/D003,1
207,frames/ChopstickUsing/E3,frames/ChopstickUsing/C5,1
95,frames/Needle_Passing/F004,frames/Needle_Passing/B001,1
25,frames/HandDrawing/A3,frames/HandDrawing/F1,1
337,frames/Suturing/G005,frames/Suturing/B005,1
75,frames/ChopstickUsing/D3,frames/ChopstickUsing/C3,1
229,frames/ChopstickUsing/H5,frames/ChopstickUsing/C2,1
276,frames/Suturing/D002,frames/Suturing/G001,1
268,frames/Suturing/I002,frames/Suturing/B004,1
16,frames/Suturing/C001,frames/Suturing/F001,1
14,frames/HandDrawing/B5,frames/HandDrawing/E3,1
60,frames/Needle_Passing/F003,frames/Needle_Passing/C001,1
255,frames/Suturing/H005,frames/Suturing/I001,1
114,frames/Needle_Passing/F003,frames/Needle_Passing/D002,1
338,frames/Suturing/G005,frames/Suturing/E002,1
186,frames/Needle_Passing/B004,frames/Needle_Passing/D005,1
240,frames/Knot_Tying/F002,frames/Knot_Tying/H003,1
123,frames/Needle_Passing/F004,frames/Needle_Passing/D004,1
21,frames/Suturing/F005,frames/Suturing/B005,1
60,frames/HandDrawing/F5,frames/HandDrawing/F4,1
293,frames/Suturing/F002,frames/Suturing/B001,1
158,frames/Needle_Passing/E005,frames/Needle_Passing/D004,1
30,frames/ChopstickUsing/A3,frames/ChopstickUsing/G2,1
3,frames/DoughRolling/S33,frames/DoughRolling/S19,1
63,frames/ChopstickUsing/E3,frames/ChopstickUsing/F5,1
67,frames/Sonic_Drawing/D3,frames/Sonic_Drawing/A1,1
26,frames/DoughRolling/S32,frames/DoughRolling/S11,1
99,frames/ChopstickUsing/D4,frames/ChopstickUsing/G3,1
5,frames/Knot_Tying/C002,frames/Knot_Tying/G003,1
6,frames/HandDrawing/A4,frames/HandDrawing/F2,1
69,frames/DoughRolling/S36,frames/DoughRolling/S53,0
53,frames/ChopstickUsing/D2,frames/ChopstickUsing/D5,1
222,frames/Knot_Tying/E004,frames/Knot_Tying/G003,1
125,frames/Suturing/C004,frames/Suturing/C002,1
15,frames/Needle_Passing/D002,frames/Needle_Passing/D001,1
0,frames/Suturing/E002,frames/Suturing/I003,1
123,frames/Knot_Tying/C002,frames/Knot_Tying/G002,1
15,frames/Suturing/E004,frames/Suturing/I001,1
90,frames/DoughRolling/S33,frames/DoughRolling/S50,1
25,frames/Sonic_Drawing/B2,frames/Sonic_Drawing/A3,1
57,frames/Suturing/E002,frames/Suturing/D005,1
352,frames/Suturing/D003,frames/Suturing/D004,1
60,frames/Knot_Tying/D005,frames/Knot_Tying/I005,1
92,frames/Suturing/E001,frames/Suturing/B001,1
183,frames/Knot_Tying/I002,frames/Knot_Tying/I005,1
10,frames/Suturing/F001,frames/Suturing/I003,1
168,frames/Suturing/C002,frames/Suturing/I003,1
166,frames/Suturing/D005,frames/Suturing/D001,1
215,frames/Knot_Tying/F005,frames/Knot_Tying/G002,1
287,frames/Suturing/E001,frames/Suturing/D005,1
187,frames/ChopstickUsing/H4,frames/ChopstickUsing/C3,1
190,frames/Knot_Tying/E003,frames/Knot_Tying/I001,1
381,frames/Knot_Tying/E003,frames/Knot_Tying/F004,1
89,frames/Needle_Passing/B004,frames/Needle_Passing/C002,1
133,frames/ChopstickUsing/C1,frames/ChopstickUsing/B1,1
95,frames/Suturing/F005,frames/Suturing/D004,1
80,frames/Knot_Tying/B003,frames/Knot_Tying/F004,1
252,frames/Knot_Tying/E001,frames/Knot_Tying/G003,1
202,frames/Knot_Tying/E004,frames/Knot_Tying/H003,1
295,frames/Suturing/C002,frames/Suturing/I001,1
408,frames/Suturing/C004,frames/Suturing/G002,1
22,frames/Sonic_Drawing/D4,frames/Sonic_Drawing/D3,1
32,frames/DoughRolling/S53,frames/DoughRolling/S14,1
177,frames/Needle_Passing/I005,frames/Needle_Passing/B003,1
231,frames/ChopstickUsing/B1,frames/ChopstickUsing/G1,1
39,frames/Knot_Tying/E003,frames/Knot_Tying/D004,1
122,frames/Knot_Tying/C003,frames/Knot_Tying/G003,1
107,frames/Needle_Passing/I005,frames/Needle_Passing/F001,1
109,frames/Suturing/F005,frames/Suturing/G003,1
236,frames/Suturing/H001,frames/Suturing/G003,1
216,frames/Knot_Tying/F002,frames/Knot_Tying/I002,1
258,frames/Knot_Tying/D002,frames/Knot_Tying/G003,1
43,frames/ChopstickUsing/C1,frames/ChopstickUsing/A5,1
182,frames/Needle_Passing/I003,frames/Needle_Passing/B001,1
219,frames/Suturing/I004,frames/Suturing/I005,1
342,frames/Knot_Tying/C002,frames/Knot_Tying/F002,1
163,frames/Knot_Tying/E001,frames/Knot_Tying/F005,1
351,frames/Knot_Tying/D005,frames/Knot_Tying/G004,1
70,frames/ChopstickUsing/F2,frames/ChopstickUsing/B5,1
394,frames/Suturing/E003,frames/Suturing/G002,1
89,frames/Needle_Passing/I004,frames/Needle_Passing/B002,1
151,frames/ChopstickUsing/D2,frames/ChopstickUsing/C2,1
72,frames/HandDrawing/A1,frames/HandDrawing/F2,1
35,frames/Suturing/G004,frames/Suturing/D004,1
126,frames/Suturing/G002,frames/Suturing/G001,1
63,frames/Needle_Passing/I003,frames/Needle_Passing/D005,1
14,frames/Sonic_Drawing/B2,frames/Sonic_Drawing/B3,1
43,frames/Needle_Passing/B004,frames/Needle_Passing/E001,1
87,frames/DoughRolling/S55,frames/DoughRolling/S41,1
108,frames/Knot_Tying/D003,frames/Knot_Tying/I002,1
2,frames/DoughRolling/S33,frames/DoughRolling/S50,1
313,frames/Suturing/H005,frames/Suturing/D004,1
264,frames/Knot_Tying/C004,frames/Knot_Tying/F004,1
74,frames/DoughRolling/S25,frames/DoughRolling/S29,1
109,frames/ChopstickUsing/D2,frames/ChopstickUsing/H5,1
29,frames/DoughRolling/S07,frames/DoughRolling/S09,1
28,frames/HandDrawing/B5,frames/HandDrawing/E2,0
146,frames/Knot_Tying/C005,frames/Knot_Tying/D003,1
236,frames/Suturing/H005,frames/Suturing/E003,1
37,frames/Suturing/F004,frames/Suturing/I003,1
5,frames/Sonic_Drawing/B2,frames/Sonic_Drawing/B1,1
197,frames/ChopstickUsing/H2,frames/ChopstickUsing/G3,1
88,frames/ChopstickUsing/B3,frames/ChopstickUsing/H1,1
36,frames/Knot_Tying/F005,frames/Knot_Tying/I003,1
69,frames/HandDrawing/F5,frames/HandDrawing/F3,1
1,frames/HandDrawing/A1,frames/HandDrawing/B3,0
34,frames/Suturing/F001,frames/Suturing/B001,1
32,frames/Knot_Tying/F002,frames/Knot_Tying/G001,1
46,frames/DoughRolling/S31,frames/DoughRolling/S35,0
42,frames/Suturing/F002,frames/Suturing/I005,1
124,frames/ChopstickUsing/E3,frames/ChopstickUsing/F1,1
225,frames/Knot_Tying/C001,frames/Knot_Tying/I001,1
113,frames/Suturing/G005,frames/Suturing/G003,1
73,frames/DoughRolling/S40,frames/DoughRolling/S47,0
6,frames/Knot_Tying/G005,frames/Knot_Tying/G003,1
31,frames/DoughRolling/S29,frames/DoughRolling/S49,1
148,frames/ChopstickUsing/H2,frames/ChopstickUsing/E1,1
25,frames/Knot_Tying/F001,frames/Knot_Tying/I001,1
134,frames/ChopstickUsing/D3,frames/ChopstickUsing/E2,1
129,frames/Needle_Passing/D001,frames/Needle_Passing/C003,1
17,frames/Sonic_Drawing/B1,frames/Sonic_Drawing/C1,0
269,frames/Knot_Tying/F005,frames/Knot_Tying/F003,1
99,frames/Suturing/F003,frames/Suturing/D002,1
266,frames/ChopstickUsing/H2,frames/ChopstickUsing/G2,1
339,frames/Suturing/E003,frames/Suturing/I001,1
85,frames/Needle_Passing/I004,frames/Needle_Passing/F003,1
172,frames/Knot_Tying/H004,frames/Knot_Tying/H005,1
354,frames/Knot_Tying/F005,frames/Knot_Tying/G002,1
53,frames/DoughRolling/S07,frames/DoughRolling/S15,1
62,frames/Knot_Tying/B003,frames/Knot_Tying/G001,1
17,frames/Suturing/H003,frames/Suturing/H001,1
211,frames/Knot_Tying/G005,frames/Knot_Tying/B004,1
83,frames/Suturing/B004,frames/Suturing/D004,1
144,frames/ChopstickUsing/H5,frames/ChopstickUsing/E2,1
148,frames/Needle_Passing/F004,frames/Needle_Passing/F001,1
77,frames/Needle_Passing/F001,frames/Needle_Passing/I003,1
9,frames/Knot_Tying/F005,frames/Knot_Tying/B001,1
53,frames/Needle_Passing/E001,frames/Needle_Passing/D001,1
238,frames/ChopstickUsing/B3,frames/ChopstickUsing/F3,1
161,frames/Knot_Tying/C004,frames/Knot_Tying/C003,1
237,frames/Needle_Passing/E004,frames/Needle_Passing/C004,1
136,frames/Suturing/G005,frames/Suturing/E001,1
261,frames/Knot_Tying/E003,frames/Knot_Tying/C005,1
83,frames/Needle_Passing/F001,frames/Needle_Passing/C004,1
33,frames/HandDrawing/A3,frames/HandDrawing/F5,1
77,frames/Needle_Passing/E004,frames/Needle_Passing/C003,1
78,frames/Needle_Passing/I003,frames/Needle_Passing/C003,1
22,frames/DoughRolling/S15,frames/DoughRolling/S54,0
187,frames/ChopstickUsing/F5,frames/ChopstickUsing/A1,1
18,frames/Knot_Tying/H005,frames/Knot_Tying/I003,1
253,frames/Suturing/H003,frames/Suturing/E005,1
271,frames/Knot_Tying/H004,frames/Knot_Tying/C001,1
179,frames/Needle_Passing/F001,frames/Needle_Passing/C003,1
118,frames/Suturing/I002,frames/Suturing/E002,1
29,frames/Knot_Tying/C002,frames/Knot_Tying/B003,1
107,frames/ChopstickUsing/D3,frames/ChopstickUsing/F5,1
162,frames/Needle_Passing/D005,frames/Needle_Passing/D001,1
10,frames/Sonic_Drawing/D2,frames/Sonic_Drawing/B3,1
31,frames/Knot_Tying/F002,frames/Knot_Tying/B003,1
81,frames/Suturing/C004,frames/Suturing/E005,1
0,frames/Suturing/H005,frames/Suturing/I005,1
181,frames/ChopstickUsing/F2,frames/ChopstickUsing/G4,1
137,frames/Knot_Tying/C002,frames/Knot_Tying/E002,1
36,frames/Suturing/C001,frames/Suturing/H004,1
104,frames/Needle_Passing/B003,frames/Needle_Passing/C002,1
50,frames/Suturing/E002,frames/Suturing/C005,1
197,frames/Suturing/I005,frames/Suturing/B003,1
82,frames/ChopstickUsing/D3,frames/ChopstickUsing/C1,1
66,frames/Knot_Tying/F002,frames/Knot_Tying/F001,1
9,frames/HandDrawing/A5,frames/HandDrawing/A1,1
295,frames/ChopstickUsing/D4,frames/ChopstickUsing/B5,1
412,frames/Suturing/G004,frames/Suturing/B001,1
10,frames/Sonic_Drawing/D4,frames/Sonic_Drawing/D1,1
20,frames/HandDrawing/A1,frames/HandDrawing/F1,1
247,frames/ChopstickUsing/H4,frames/ChopstickUsing/H5,1
317,frames/Suturing/E005,frames/Suturing/I001,1
242,frames/ChopstickUsing/G3,frames/ChopstickUsing/F3,1
167,frames/Suturing/E003,frames/Suturing/D004,1
28,frames/HandDrawing/A5,frames/HandDrawing/B5,1
54,frames/Sonic_Drawing/B1,frames/Sonic_Drawing/D1,1
36,frames/Suturing/F005,frames/Suturing/G003,1
7,frames/Suturing/D001,frames/Suturing/G003,1
39,frames/HandDrawing/E4,frames/HandDrawing/E3,1
133,frames/Suturing/G002,frames/Suturing/E001,1
204,frames/Needle_Passing/I003,frames/Needle_Passing/C005,1
32,frames/HandDrawing/A2,frames/HandDrawing/E1,1
70,frames/Suturing/G005,frames/Suturing/D002,1
155,frames/Suturing/C004,frames/Suturing/I005,1
180,frames/ChopstickUsing/D1,frames/ChopstickUsing/D5,1
73,frames/Suturing/C002,frames/Suturing/E001,1
20,frames/Sonic_Drawing/A1,frames/Sonic_Drawing/D1,1
40,frames/Knot_Tying/H003,frames/Knot_Tying/I005,1
144,frames/Knot_Tying/H004,frames/Knot_Tying/G001,1
89,frames/DoughRolling/S33,frames/DoughRolling/S22,1
300,frames/Knot_Tying/D003,frames/Knot_Tying/I005,1
39,frames/Needle_Passing/E005,frames/Needle_Passing/B002,1
202,frames/Knot_Tying/H005,frames/Knot_Tying/I001,1
38,frames/Sonic_Drawing/A3,frames/Sonic_Drawing/B3,1
111,frames/Needle_Passing/H005,frames/Needle_Passing/D001,1
264,frames/Needle_Passing/B004,frames/Needle_Passing/I003,1
3,frames/Suturing/B002,frames/Suturing/E001,0
44,frames/ChopstickUsing/C1,frames/ChopstickUsing/F2,0
119,frames/Knot_Tying/F002,frames/Knot_Tying/F004,1
2,frames/Sonic_Drawing/D4,frames/Sonic_Drawing/B3,1
83,frames/DoughRolling/S19,frames/DoughRolling/S29,1
8,frames/DoughRolling/S07,frames/DoughRolling/S53,1
142,frames/Needle_Passing/F003,frames/Needle_Passing/I003,1
179,frames/ChopstickUsing/G3,frames/ChopstickUsing/G5,1
189,frames/Suturing/F002,frames/Suturing/G002,1
1,frames/DoughRolling/S18,frames/DoughRolling/S20,1
8,frames/Suturing/F001,frames/Suturing/D001,1
134,frames/ChopstickUsing/C4,frames/ChopstickUsing/B4,1
39,frames/HandDrawing/A2,frames/HandDrawing/B2,1
37,frames/Sonic_Drawing/B2,frames/Sonic_Drawing/B1,1
97,frames/Needle_Passing/B003,frames/Needle_Passing/B001,1
279,frames/Suturing/G003,frames/Suturing/D004,1
5,frames/Suturing/F002,frames/Suturing/G005,1
376,frames/Suturing/F001,frames/Suturing/I004,1
236,frames/Suturing/C002,frames/Suturing/B005,1
26,frames/Needle_Passing/F004,frames/Needle_Passing/D002,1
12,frames/HandDrawing/B1,frames/HandDrawing/F4,1
23,frames/Needle_Passing/F004,frames/Needle_Passing/I004,1
240,frames/Suturing/H004,frames/Suturing/B005,1
55,frames/Knot_Tying/E002,frames/Knot_Tying/D003,1
45,frames/Sonic_Drawing/D4,frames/Sonic_Drawing/A2,1
218,frames/Knot_Tying/E003,frames/Knot_Tying/D005,1
106,frames/ChopstickUsing/H3,frames/ChopstickUsing/H5,1
22,frames/HandDrawing/B1,frames/HandDrawing/A1,1
15,frames/Needle_Passing/E004,frames/Needle_Passing/I003,0
208,frames/Knot_Tying/B001,frames/Knot_Tying/G002,1
265,frames/Knot_Tying/D001,frames/Knot_Tying/G004,1
50,frames/DoughRolling/S31,frames/DoughRolling/S50,0
235,frames/ChopstickUsing/H3,frames/ChopstickUsing/H4,1
304,frames/Knot_Tying/D004,frames/Knot_Tying/I005,1
273,frames/ChopstickUsing/H4,frames/ChopstickUsing/G5,1
206,frames/Knot_Tying/G002,frames/Knot_Tying/I003,1
216,frames/Knot_Tying/D004,frames/Knot_Tying/I005,1
40,frames/HandDrawing/E3,frames/HandDrawing/F5,0
184,frames/Needle_Passing/B004,frames/Needle_Passing/B003,1
265,frames/Suturing/F003,frames/Suturing/C003,1
55,frames/Needle_Passing/B003,frames/Needle_Passing/E001,1
183,frames/Knot_Tying/H004,frames/Knot_Tying/E001,1
58,frames/Needle_Passing/H005,frames/Needle_Passing/H002,1
279,frames/Knot_Tying/D003,frames/Knot_Tying/G004,1
42,frames/Suturing/G005,frames/Suturing/B002,1
60,frames/Suturing/C001,frames/Suturing/D002,1
17,frames/ChopstickUsing/A4,frames/ChopstickUsing/F1,0
186,frames/ChopstickUsing/H4,frames/ChopstickUsing/F5,1
33,frames/DoughRolling/S20,frames/DoughRolling/S36,0
87,frames/ChopstickUsing/F2,frames/ChopstickUsing/F1,1
292,frames/Suturing/H001,frames/Suturing/G001,1
139,frames/Needle_Passing/B004,frames/Needle_Passing/E003,1
86,frames/Knot_Tying/E003,frames/Knot_Tying/E001,1
191,frames/Suturing/F001,frames/Suturing/G004,1
23,frames/HandDrawing/B1,frames/HandDrawing/B4,1
173,frames/Knot_Tying/C005,frames/Knot_Tying/B002,1
76,frames/Knot_Tying/G001,frames/Knot_Tying/I002,1
134,frames/ChopstickUsing/H3,frames/ChopstickUsing/A2,1
244,frames/ChopstickUsing/H2,frames/ChopstickUsing/C4,1
58,frames/HandDrawing/A2,frames/HandDrawing/F3,1
63,frames/Sonic_Drawing/D4,frames/Sonic_Drawing/B1,1
375,frames/Suturing/I004,frames/Suturing/E004,1
319,frames/Knot_Tying/G002,frames/Knot_Tying/G003,1
263,frames/ChopstickUsing/C5,frames/ChopstickUsing/F5,1
145,frames/Knot_Tying/B003,frames/Knot_Tying/I002,1
26,frames/Suturing/E005,frames/Suturing/I003,1
191,frames/Suturing/C002,frames/Suturing/E004,1
112,frames/ChopstickUsing/D3,frames/ChopstickUsing/F3,1
160,frames/Needle_Passing/D005,frames/Needle_Passing/C003,1
136,frames/ChopstickUsing/F2,frames/ChopstickUsing/F4,1
214,frames/Suturing/E003,frames/Suturing/B003,1
58,frames/Suturing/H005,frames/Suturing/D002,1
46,frames/DoughRolling/S20,frames/DoughRolling/S37,1
272,frames/ChopstickUsing/B2,frames/ChopstickUsing/A2,1
137,frames/Needle_Passing/F001,frames/Needle_Passing/D005,1
308,frames/Suturing/C004,frames/Suturing/G004,1
46,frames/Suturing/H003,frames/Suturing/I005,1
167,frames/ChopstickUsing/C1,frames/ChopstickUsing/G2,1
282,frames/Needle_Passing/E005,frames/Needle_Passing/C005,1
240,frames/Knot_Tying/D002,frames/Knot_Tying/G001,1
368,frames/Suturing/C004,frames/Suturing/G002,1
40,frames/Sonic_Drawing/D4,frames/Sonic_Drawing/A1,1
86,frames/Knot_Tying/I003,frames/Knot_Tying/I005,1
330,frames/Suturing/C004,frames/Suturing/B003,1
40,frames/DoughRolling/S25,frames/DoughRolling/S50,1
217,frames/Suturing/I001,frames/Suturing/B004,1
56,frames/Needle_Passing/C004,frames/Needle_Passing/C001,1
8,frames/DoughRolling/S55,frames/DoughRolling/S37,1
6,frames/DoughRolling/S11,frames/DoughRolling/S22,0
1,frames/Suturing/F002,frames/Suturing/G001,1
38,frames/Suturing/H005,frames/Suturing/C002,1
72,frames/Suturing/C002,frames/Suturing/B003,1
106,frames/Suturing/F005,frames/Suturing/I002,1
79,frames/DoughRolling/S19,frames/DoughRolling/S11,1
99,frames/Knot_Tying/G005,frames/Knot_Tying/F004,1
136,frames/Needle_Passing/I005,frames/Needle_Passing/D001,1
33,frames/HandDrawing/B3,frames/HandDrawing/F2,1
54,frames/Knot_Tying/G003,frames/Knot_Tying/G004,1
203,frames/Needle_Passing/B003,frames/Needle_Passing/D004,1
199,frames/Suturing/G004,frames/Suturing/E002,1
113,frames/ChopstickUsing/H3,frames/ChopstickUsing/E1,1
16,frames/Sonic_Drawing/C2,frames/Sonic_Drawing/D1,1
152,frames/Suturing/C001,frames/Suturing/I002,1
27,frames/Suturing/I004,frames/Suturing/G002,1
127,frames/Needle_Passing/H005,frames/Needle_Passing/E001,1
23,frames/Needle_Passing/E001,frames/Needle_Passing/D004,1
148,frames/ChopstickUsing/D4,frames/ChopstickUsing/H2,1
199,frames/Knot_Tying/I001,frames/Knot_Tying/I005,1
326,frames/Knot_Tying/E003,frames/Knot_Tying/I002,1
3,frames/DoughRolling/S54,frames/DoughRolling/S30,1
366,frames/Suturing/B003,frames/Suturing/B004,1
162,frames/Suturing/G002,frames/Suturing/B001,1
335,frames/Suturing/H005,frames/Suturing/D002,1
268,frames/Suturing/E001,frames/Suturing/D001,1
70,frames/DoughRolling/S36,frames/DoughRolling/S54,0
257,frames/Needle_Passing/I005,frames/Needle_Passing/E001,1
79,frames/ChopstickUsing/H3,frames/ChopstickUsing/H2,1
35,frames/Knot_Tying/F002,frames/Knot_Tying/I002,1
113,frames/Knot_Tying/E004,frames/Knot_Tying/G002,1
398,frames/Suturing/C001,frames/Suturing/E002,1
12,frames/HandDrawing/A4,frames/HandDrawing/B4,0
43,frames/DoughRolling/S36,frames/DoughRolling/S28,1
182,frames/Knot_Tying/F001,frames/Knot_Tying/G003,1
2,frames/ChopstickUsing/F2,frames/ChopstickUsing/E1,1
52,frames/Suturing/B003,frames/Suturing/B004,1
274,frames/ChopstickUsing/H4,frames/ChopstickUsing/G1,1
101,frames/ChopstickUsing/C4,frames/ChopstickUsing/B5,1
31,frames/ChopstickUsing/E1,frames/ChopstickUsing/F3,1
105,frames/Needle_Passing/B004,frames/Needle_Passing/F003,1
142,frames/Suturing/I002,frames/Suturing/C005,1
85,frames/Needle_Passing/B003,frames/Needle_Passing/D001,1
9,frames/Sonic_Drawing/A5,frames/Sonic_Drawing/C5,1
58,frames/Knot_Tying/G005,frames/Knot_Tying/G004,1
77,frames/DoughRolling/S48,frames/DoughRolling/S54,0
149,frames/Needle_Passing/E005,frames/Needle_Passing/C003,1
3,frames/Needle_Passing/E004,frames/Needle_Passing/B002,1
168,frames/Suturing/H003,frames/Suturing/B002,1
9,frames/DoughRolling/S20,frames/DoughRolling/S31,1
54,frames/HandDrawing/A5,frames/HandDrawing/A1,1
349,frames/Suturing/E001,frames/Suturing/G003,1
152,frames/Needle_Passing/F003,frames/Needle_Passing/B003,1
70,frames/Knot_Tying/H005,frames/Knot_Tying/D001,1
67,frames/Suturing/C002,frames/Suturing/D005,1
242,frames/Suturing/H004,frames/Suturing/I003,1
81,frames/Needle_Passing/I005,frames/Needle_Passing/C002,1
274,frames/Knot_Tying/E003,frames/Knot_Tying/B001,1
384,frames/Suturing/E003,frames/Suturing/B004,1
12,frames/Sonic_Drawing/A4,frames/Sonic_Drawing/C1,0
75,frames/DoughRolling/S47,frames/DoughRolling/S50,0
272,frames/Suturing/F001,frames/Suturing/I005,1
174,frames/ChopstickUsing/B3,frames/ChopstickUsing/G4,1
326,frames/Knot_Tying/E005,frames/Knot_Tying/D004,1
205,frames/Suturing/F004,frames/Suturing/D003,1
37,frames/ChopstickUsing/C1,frames/ChopstickUsing/B1,1
153,frames/ChopstickUsing/A2,frames/ChopstickUsing/B5,1
305,frames/ChopstickUsing/D2,frames/ChopstickUsing/G5,1
96,frames/Needle_Passing/E003,frames/Needle_Passing/C005,1
30,frames/HandDrawing/A5,frames/HandDrawing/B3,1
39,frames/Suturing/I005,frames/Suturing/B003,1
362,frames/Suturing/F005,frames/Suturing/G004,1
255,frames/Needle_Passing/E001,frames/Needle_Passing/C003,1
103,frames/Knot_Tying/D004,frames/Knot_Tying/B003,1
49,frames/Needle_Passing/C002,frames/Needle_Passing/C003,1
36,frames/ChopstickUsing/C1,frames/ChopstickUsing/F3,1
223,frames/Knot_Tying/E004,frames/Knot_Tying/D002,1
308,frames/ChopstickUsing/C5,frames/ChopstickUsing/F4,1
61,frames/HandDrawing/A5,frames/HandDrawing/E5,1
135,frames/Needle_Passing/I004,frames/Needle_Passing/E004,1
204,frames/ChopstickUsing/D1,frames/ChopstickUsing/H2,1
217,frames/Suturing/E004,frames/Suturing/H001,1
99,frames/Knot_Tying/E002,frames/Knot_Tying/G003,1
96,frames/ChopstickUsing/A4,frames/ChopstickUsing/F4,1
281,frames/ChopstickUsing/C1,frames/ChopstickUsing/F5,1
215,frames/Suturing/F004,frames/Suturing/I005,1
93,frames/ChopstickUsing/C3,frames/ChopstickUsing/C2,1
171,frames/Suturing/H003,frames/Suturing/G001,1
45,frames/HandDrawing/A2,frames/HandDrawing/B4,1
